Fecha,Caudal río Cúa en Quilós (A024_ACQRIO1),Caudal río Burbia en Villafranca Bierzo (A026_ACQRIO1),Caudal río Selmo en Oencia (N008_ACQRIO1),Suma de aportaciones
2026-05-08 17:00:00,7.04,7.2,2.12,16.36
2026-05-08 16:45:00,7.04,6.99,2.28,16.310000000000002
2026-05-08 16:30:00,7.04,6.99,2.28,16.310000000000002
2026-05-08 16:15:00,7.04,6.99,2.45,16.48
2026-05-08 16:00:00,7.04,6.99,2.45,16.48
2026-05-08 15:45:00,7.04,6.78,2.45,16.27
2026-05-08 15:30:00,7.04,6.78,2.45,16.27
2026-05-08 15:15:00,7.04,6.78,2.45,16.27
2026-05-08 15:00:00,7.04,6.78,2.45,16.27
2026-05-08 14:45:00,6.73,6.78,2.63,16.14
2026-05-08 14:30:00,6.73,6.57,2.45,15.75
2026-05-08 14:15:00,6.73,6.57,2.28,15.58
2026-05-08 14:00:00,6.73,6.57,2.12,15.420000000000002
2026-05-08 13:45:00,6.73,6.57,2.12,15.420000000000002
2026-05-08 13:30:00,6.73,6.36,2.12,15.21
2026-05-08 13:15:00,6.73,6.36,2.28,15.37
2026-05-08 13:00:00,6.73,6.36,2.28,15.37
2026-05-08 12:45:00,6.73,6.36,2.28,15.37
2026-05-08 12:30:00,6.43,6.36,1.97,14.76
2026-05-08 12:15:00,6.43,6.36,1.7,14.489999999999998
2026-05-08 12:00:00,6.43,6.36,1.7,14.489999999999998
2026-05-08 11:45:00,6.43,6.36,1.7,14.489999999999998
2026-05-08 11:30:00,6.43,6.16,1.7,14.29
2026-05-08 11:15:00,6.43,5.96,1.58,13.97
2026-05-08 11:00:00,6.43,5.96,1.58,13.97
2026-05-08 10:45:00,6.14,5.96,1.58,13.68
2026-05-08 10:30:00,6.14,5.96,1.58,13.68
2026-05-08 10:15:00,6.14,5.96,1.58,13.68
2026-05-08 10:00:00,6.14,5.96,1.58,13.68
2026-05-08 09:45:00,6.14,5.96,1.58,13.68
2026-05-08 09:30:00,6.14,5.96,1.58,13.68
2026-05-08 09:15:00,6.14,5.96,1.58,13.68
2026-05-08 09:00:00,6.14,5.76,1.58,13.479999999999999
2026-05-08 08:45:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 08:30:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 08:15:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 08:00:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 07:45:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 07:30:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 07:15:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 07:00:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 06:45:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 06:30:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 06:15:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 06:00:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 05:45:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 05:30:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 05:15:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 05:00:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 04:45:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 04:30:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 04:15:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 04:00:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 03:45:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 03:30:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 03:15:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 03:00:00,5.85,5.57,1.58,13.0
2026-05-08 02:45:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 02:30:00,6.14,5.57,1.58,13.290000000000001
2026-05-08 02:15:00,6.14,5.38,1.58,13.1
2026-05-08 02:00:00,5.85,5.38,1.58,12.81
2026-05-08 01:45:00,6.14,5.38,1.58,13.1
2026-05-08 01:30:00,6.14,5.38,1.58,13.1
2026-05-08 01:15:00,5.85,5.38,1.58,12.81
2026-05-08 01:00:00,5.85,5.38,1.58,12.81
2026-05-08 00:45:00,5.85,5.38,1.58,12.81
2026-05-08 00:30:00,5.85,5.38,1.58,12.81
2026-05-08 00:15:00,6.14,5.38,1.58,13.1
2026-05-08 00:00:00,5.85,5.38,1.58,12.81
